disease,cancer,symptom,infection,CAUSES,Unfaithful,1677,5,7,0.0
disease,pneumocystis,symptom,infection,CAUSES,Unfaithful,1855,9,14,0.0
disease,paraneoplastic syndrome,symptom,tumor,CAUSES,Locked In,1187,14,10,1.0
disease,cadmium poisoning,symptom,keratitis,CAUSES,Locked In,2159,12,3,0.0
disease,leptospirosis,symptom,infection,CAUSES,Locked In,2493,15,7,0.0
disease,liver failure,symptom,locked-in syndrome,CAUSES,Locked In,2524,4,17,0.0
disease,paper cut,symptom,infection,CAUSES,Locked In,2544,3,13,0.0
disease,pancreatic cancer,symptom,excessive sweating,CAUSES,Both Sides Now,1689,28,22,0.0
disease,pancreatic cancer,symptom,tumor,CAUSES,Both Sides Now,2660,20,8,0.0
disease,choking,symptom,respiratory failure,CAUSES,Simple Explanation,561,7,10,1.0
disease,fungal infection,symptom,heart failure,CAUSES,Simple Explanation,3284,20,14,1.0
disease,blastomycosis,symptom,heart failure,CAUSES,Simple Explanation,3284,24,14,1.0
disease,atherosclerosis,symptom,loss of balance,CAUSES,Saviors,912,19,25,1.0
disease,MS,symptom,hiccups,CAUSES,Saviors,1378,14,27,0.0
disease,trauma,symptom,broken bone,CAUSES,Saviors,2050,10,5,0.0
disease,cancer,symptom,broken bone,CAUSES,Saviors,2050,12,5,0.0
disease,trauma,symptom,brain damage,CAUSES,Help Me,745,21,7,0.0
disease,injuries,symptom,bleeding,CAUSES,Help Me,1461,12,5,0.0
disease,arachnoid cyst,symptom,asymptomatic,CAUSES,Help Me,2876,10,16,0.0
disease,cancer,symptom,stroke,CAUSES,Wilson (episode),404,14,5,0.0
disease,pneumocystis pneumonia,symptom,lung damage,CAUSES,Wilson (episode),1170,9,6,1.0
disease,fungal infection,symptom,lung damage,CAUSES,Wilson (episode),1170,15,6,0.0
disease,cancer,symptom,leukemia,CAUSES,Wilson (episode),2424,8,14,0.0
disease,cancer,symptom,leukemia,CAUSES,Wilson (episode),2424,26,14,0.0
disease,infarction,symptom,stroke,CAUSES,Broken,3801,8,12,0.0
disease,food poisoning,symptom,vomiting,CAUSES,Knight Fall,746,12,3,1.0
disease,poison ivy,symptom,rash,CAUSES,Knight Fall,1246,11,32,0.0
disease,poison ivy,symptom,rash,CAUSES,Knight Fall,1246,30,32,1.0
disease,MRSA,symptom,bradycardia,CAUSES,Knight Fall,1309,1,11,0.0
disease,poison ivy,symptom,bradycardia,CAUSES,Knight Fall,1309,4,11,0.0
disease,rhabdomyolysis,symptom,swelling,CAUSES,Knight Fall,1646,20,8,1.0
disease,rhabdomyolysis,symptom,kidney failure,CAUSES,Knight Fall,1646,20,22,0.0
disease,peliosis hepatis,symptom,infection,CAUSES,Knight Fall,2668,8,14,0.0
disease,rheumatoid arthritis,symptom,pallor,CAUSES,Moving the Chains,995,10,5,1.0
disease,lymphoma,symptom,itching,CAUSES,Moving the Chains,1261,11,3,0.0
disease,viral hepatitis,symptom,inflammation,CAUSES,Moving the Chains,1527,27,8,0.0
disease,cryoglobulinemia,symptom,cold,CAUSES,Moving the Chains,1660,3,9,0.0
disease,addiction,symptom,cough,CAUSES,Ignorance is Bliss,1377,9,4,0.0
disease,ischemic cardiomyopathy,symptom,pain,CAUSES,Lockdown,721,5,15,0.0
disease,malaria,symptom,congestive heart failure,CAUSES,5 to 9,736,23,4,0.0
disease,injury,symptom,pain,CAUSES,The Tyrant,1251,10,4,1.0
disease,mononucleosis,symptom,infection,CAUSES,The Choice,641,10,6,0.0
disease,POTS,symptom,headache,CAUSES,The Choice,1486,16,19,0.0
disease,being drunk,symptom,blackouts,CAUSES,The Choice,1665,20,5,0.0
disease,smallpox,symptom,rash,CAUSES,A Pox on Our House,919,17,12,0.0
disease,smallpox,symptom,kidney failure,CAUSES,A Pox on Our House,1934,9,5,1.0
disease,smallpox,symptom,eschar,CAUSES,A Pox on Our House,2785,5,35,0.0
disease,cancer,symptom,eschar,CAUSES,A Pox on Our House,2785,19,35,0.0
disease,smallpox,symptom,eschar,CAUSES,A Pox on Our House,2785,28,35,0.0
disease,bite,symptom,eschar,CAUSES,A Pox on Our House,2785,40,35,1.0
disease,rickettsialpox,symptom,eschar,CAUSES,A Pox on Our House,2831,5,15,0.0
disease,smallpox,symptom,eschar,CAUSES,A Pox on Our House,2831,30,15,0.0
disease,cancer,symptom,tumor,CAUSES,Bombshells,2592,7,10,0.0
disease,fungal infection,symptom,pain,CAUSES,Out of the Chute,1193,5,22,0.0
disease,salmonella,symptom,tenderness,CAUSES,Last Temptation,1974,4,15,0.0
disease,cancer,symptom,infection,CAUSES,Last Temptation,2169,19,12,0.0
disease,thiamine deficiency,symptom,alcoholism,CAUSES,Family Practice,1141,8,5,0.0
disease,cancer,symptom,fever,CAUSES,Family Practice,1465,22,3,0.0
disease,cancer,symptom,alcoholism,CAUSES,Family Practice,1465,22,11,0.0
disease,hepatitis,symptom,peptic ulcer disease,CAUSES,Now What?,1906,11,13,0.0
disease,brain tumor,symptom,coma,CAUSES,Recession Proof,2112,14,9,0.0
disease,LAM,symptom,cold,CAUSES,Selfish,1654,1,23,0.0
disease,stab wound,symptom,bleeding,CAUSES,After Hours,1576,9,21,0.0
disease,stab wound,symptom,infection,CAUSES,After Hours,2611,6,3,1.0
disease,hepatitis C,symptom,infection,CAUSES,After Hours,2977,6,16,0.0
disease,amyloidosis,symptom,cardiac arrest,CAUSES,Changes,2345,26,4,0.0
disease,hand injury,symptom,falling,CAUSES,Moving On,2943,5,13,0.0
disease,poisoning,symptom,fever,CAUSES,Massage Therapy,1221,21,16,0.0
disease,allergy,symptom,hives,CAUSES,You Must Remember This,1472,9,4,1.0
disease,schizophrenia,symptom,delusions,CAUSES,Fall From Grace,1356,7,9,1.0
disease,schizophrenia,symptom,arm pain,CAUSES,Fall From Grace,1487,10,17,0.0
disease,MS,symptom,paralysis,CAUSES,Small Sacrifices,1428,11,8,1.0
disease,trauma,symptom,asymptomatic,CAUSES,Runaways,2714,12,3,0.0
disease,mucormycosis,symptom,infection,CAUSES,Love is Blind,3014,13,8,0.0
disease,mucormycosis,symptom,infection,CAUSES,Love is Blind,3545,1,41,0.0
disease,burns,symptom,falling,CAUSES,Everybody Dies,901,4,7,0.0
disease,cancer,symptom,boredom,CAUSES,Everybody Dies,4428,11,20,0.0
disease,cancer,symptom,boredom,CAUSES,Everybody Dies,4428,18,20,0.0
disease,GAD,symptom,infection,CAUSES,Perils of Paranoia,2014,18,7,0.0
disease,GAD,symptom,infection,CAUSES,Perils of Paranoia,2056,20,7,0.0
disease,GAD,symptom,anaphylaxis,CAUSES,Perils of Paranoia,2368,21,13,0.0
disease,GAD,symptom,edema,CAUSES,Perils of Paranoia,2368,21,15,0.0
disease,GAD,symptom,infection,CAUSES,Perils of Paranoia,2368,21,19,0.0
disease,cancer,symptom,telangiectasia,CAUSES,The C Word,2734,6,11,0.0
disease,gallstones,symptom,pancreatitis,CAUSES,Blowing the Whistle,499,10,8,1.0
disease,miscarriage,symptom,bleeding,CAUSES,Dead & Buried,2199,6,1,0.0
disease,ectopic pregnancy,symptom,preeclampsia,CAUSES,Dead & Buried,2214,5,3,0.0
disease,cavernous sinus thrombosis,symptom,lymphocytosis,CAUSES,We Need the Eggs,311,6,4,0.0
disease,silent thyroiditis,symptom,hoarseness,CAUSES,Man of the House,2379,15,10,1.0
disease,trauma,symptom,enlarged spleen,CAUSES,Gut Check,506,14,5,1.0
disease,microscopic polyangiitis,symptom,paralysis,CAUSES,Gut Check,1921,9,4,0.0
disease,botulism,symptom,muscle spasm,CAUSES,Gut Check,1978,5,16,0.0
disease,injury,symptom,guilt,CAUSES,Chase (episode),53,8,15,0.0
disease,injury,symptom,unconsciousness,CAUSES,Nobody's Fault,1122,9,3,1.0
disease,injury,symptom,swelling,CAUSES,Nobody's Fault,1122,9,19,0.0
disease,flu,symptom,sore throat,CAUSES,Better Half,2608,4,10,0.0
disease,lupus,symptom,rash,CAUSES,Twenty Vicodin,999,13,9,1.0
disease,lipoma,symptom,tumor,CAUSES,Twenty Vicodin,1859,15,11,0.0
disease,mastocytosis,symptom,anaphylaxis,CAUSES,Twenty Vicodin,2416,25,21,0.0
disease,rabies,symptom,numbness,CAUSES,Histories,1328,22,1,1.0
disease,rabies,symptom,paranoia,CAUSES,Histories,1328,22,3,1.0
disease,rabies,symptom,disorientation,CAUSES,Histories,1328,22,11,1.0
disease,tularemia,symptom,coma,CAUSES,Fidelity,618,4,1,0.0
disease,heart disease,symptom,shortness of breath,CAUSES,Fidelity,1032,18,3,0.0
disease,heart tumor,symptom,bleeding,CAUSES,Autopsy,554,3,11,0.0
disease,heart tumor,symptom,blood clot,CAUSES,Autopsy,578,16,6,1.0
disease,cancer,symptom,twitching,CAUSES,Skin Deep,751,18,14,0.0
disease,testicular cancer,symptom,swollen tongue,CAUSES,No Reason,1163,11,6,0.0
disease,lymphoma,symptom,tumor,CAUSES,Hunting,1349,11,19,0.0
disease,hepatitis A,symptom,DIC,CAUSES,Whac-A-Mole,487,1,14,0.0
disease,syphilis,symptom,infection,CAUSES,Whac-A-Mole,746,8,11,0.0
disease,pulmonary embolism,symptom,respiratory distress,CAUSES,Babies & Bathwater,1230,28,24,1.0
disease,embolism,symptom,brain damage,CAUSES,Babies & Bathwater,1261,11,23,0.0
disease,embolism,symptom,anxiety,CAUSES,Babies & Bathwater,1299,20,3,0.0
disease,embolism,symptom,bleeding,CAUSES,Babies & Bathwater,1322,5,21,0.0
